question,query
what are the quarterfinals of a contest when the runner-up is andrew pattison?,SELECT quarterfinalists WHERE runner-up EQL andrew pattison
Which constructor has a race called I News of the World Trophy?,SELECT constructor WHERE race name EQL i news of the world trophy
Which constructor has a race called I News of the World Trophy?,SELECT constructor WHERE race name EQL i news of the world trophy
Which Constructor has the goodwood circuit?,SELECT constructor WHERE circuit EQL goodwood
who built the goodwood circuit?,SELECT constructor WHERE circuit EQL goodwood
which constructing company built the goodwood circuit?,SELECT constructor WHERE circuit EQL goodwood
which construction company is the goodwood circuit?,SELECT constructor WHERE circuit EQL goodwood
what constructor has a goodwood circuit?,SELECT constructor WHERE circuit EQL goodwood
which contractor has a goodwood circuit?,SELECT constructor WHERE circuit EQL goodwood
which constructor has the goodwood circuit?,SELECT constructor WHERE circuit EQL goodwood
What driver won the VII Rand Grand Prix?,SELECT winning driver WHERE race name EQL vii rand grand prix
how did the victor win the riva vii grand prix?,SELECT winning driver WHERE race name EQL vii rand grand prix
who won the rand grand prix?,SELECT winning driver WHERE race name EQL vii rand grand prix
who won the vii - rand grand prix?,SELECT winning driver WHERE race name EQL vii rand grand prix
who won the vii rand grand prix?,SELECT winning driver WHERE race name EQL vii rand grand prix
what driver won the seventh rand grand prix?,SELECT winning driver WHERE race name EQL vii rand grand prix
which driver won the vii rand grand prix?,SELECT winning driver WHERE race name EQL vii rand grand prix
what driver won the vii rand grand prix?,SELECT winning driver WHERE race name EQL vii rand grand prix
Which position had 5 games played and a record of 1-2-2?,SELECT position WHERE games played EQL 5 AND w-l-d EQL 1-2-2
Which position had 5 games played and a record of 1-2-2?,SELECT position WHERE games played EQL 5 AND w-l-d EQL 1-2-2
"Which Seasons have Entries larger than 52, and Poles of 33?",SELECT seasons WHERE entries GT 52 AND poles EQL 33
"Which Seasons have Entries larger than 52, and Poles of 33?",SELECT seasons WHERE entries GT 52 AND poles EQL 33
"Which Seasons have a Poles larger than 29, and Entries larger than 191?",SELECT seasons WHERE poles GT 29 AND entries GT 191
which season has poles larger than 29 and entries larger than 191?,SELECT seasons WHERE poles GT 29 AND entries GT 191
which seasons have poles bigger than 29 and entries larger than 191?,SELECT seasons WHERE poles GT 29 AND entries GT 191
which seasons have poles larger than 29 and entries larger than 191?,SELECT seasons WHERE poles GT 29 AND entries GT 191
Which season has a percentage of 13.56%?,SELECT seasons WHERE percentage EQL 13.56%
Which season has a percentage of 13.56%?,SELECT seasons WHERE percentage EQL 13.56%
What Results has the Record of 28-12?,SELECT results WHERE record EQL 28-12
tell me the best result with a record of 28-12?,SELECT results WHERE record EQL 28-12
What Results has a Seed #12 and a Year that's smaller than 1996,SELECT results WHERE seed EQL #12 AND year LT 1996
What Results has a Seed #12 and a Year that's smaller than 1996,SELECT results WHERE seed EQL #12 AND year LT 1996
"Name the first citicality for electric power of 1,380 mw","SELECT first criticality WHERE electric power EQL 1,380 mw"
"Name the first citicality for electric power of 1,380 mw","SELECT first criticality WHERE electric power EQL 1,380 mw"
Which Season was the Poles greater than 14?,SELECT season WHERE poles GT 14
in what seasons did the poles surpass the age of 14?,SELECT season WHERE poles GT 14
which season was the greatest for the poles?,SELECT season WHERE poles GT 14
in which seasons did the poles have more than 14?,SELECT season WHERE poles GT 14
Name the Driver that has Races greater than 16?,SELECT driver WHERE races GT 16
can you name the driver that has more than 16 race records?,SELECT driver WHERE races GT 16
Phil Klemmer wrote all titles and production code is 3t6455. ,SELECT title WHERE written by EQL phil klemmer AND production code EQL 3t6455
phil klemmer wrote all the titles and the production code is 3t6455,SELECT title WHERE written by EQL phil klemmer AND production code EQL 3t6455
phil klemmer wrote all titles and the production code is 3t6455,SELECT title WHERE written by EQL phil klemmer AND production code EQL 3t6455
Season 9 all the titles were no. in series.,SELECT title WHERE no. in series EQL 9
Season 9 all the titles were no. in series.,SELECT title WHERE no. in series EQL 9
What is the record when Tampa Bay is the visitor?,SELECT record WHERE visitor EQL tampa bay
what is tampa bay's record for visitors?,SELECT record WHERE visitor EQL tampa bay
how many times is tampa bay a visitor?,SELECT record WHERE visitor EQL tampa bay
what's the record for tampa bay visiting?,SELECT record WHERE visitor EQL tampa bay
What is the date when Joseph is the decision and San Jose is the home team?,SELECT date WHERE decision EQL joseph AND home EQL san jose
when is joseph the winner and when is san jose the home team?,SELECT date WHERE decision EQL joseph AND home EQL san jose
when is joseph choosing the team and san jose the home team?,SELECT date WHERE decision EQL joseph AND home EQL san jose
when will joseph be awarded with the decision and san jose becomes the home team?,SELECT date WHERE decision EQL joseph AND home EQL san jose
What is the date of the match when Detroit is the home team and Colorado is the visiting team?,SELECT date WHERE home EQL detroit AND visitor EQL colorado
when will detroit be the home team and colorado the visiting team?,SELECT date WHERE home EQL detroit AND visitor EQL colorado
what's the date of the match if detroit is the home team and colorado is the visiting team?,SELECT date WHERE home EQL detroit AND visitor EQL colorado
show me the dates of the match when detroit is the home team and colorado is the visiting team?,SELECT date WHERE home EQL detroit AND visitor EQL colorado
show me the date of the match when detroit is the home team and colorado is the visiting team?,SELECT date WHERE home EQL detroit AND visitor EQL colorado
what's the date of the match when detroit is the home team and colorado is the visiting team?,SELECT date WHERE home EQL detroit AND visitor EQL colorado
which is the date of the match when detroit is the home team and colorado is the visiting team?,SELECT date WHERE home EQL detroit AND visitor EQL colorado
Date of december 29 has what visitor?,SELECT visitor WHERE date EQL december 29
Date of december 29 has what visitor?,SELECT visitor WHERE date EQL december 29
Score of 2 – 3 has what attendance?,SELECT attendance WHERE score EQL 2 – 3
Score of 2 – 3 has what attendance?,SELECT attendance WHERE score EQL 2 – 3
Where was the Fury FC 4: High Voltage event held?,SELECT location WHERE event EQL fury fc 4: high voltage
where was the fury fc 4 high voltage event held?,SELECT location WHERE event EQL fury fc 4: high voltage
Which church had a Split off/Continuation in 1836?,SELECT split off / continuation of WHERE date EQL 1836
what church split off during the year 1836?,SELECT split off / continuation of WHERE date EQL 1836
Which church was organized by George M. Hinkle?,SELECT church name WHERE organized by EQL george m. hinkle
what church was founded by george m hinkle?,SELECT church name WHERE organized by EQL george m. hinkle
which church was started by george hinkle?,SELECT church name WHERE organized by EQL george m. hinkle
which church was founded by george m hinkle?,SELECT church name WHERE organized by EQL george m. hinkle
what church was organized by george m hinkle?,SELECT church name WHERE organized by EQL george m. hinkle
which church was organized by george m hinkle?,SELECT church name WHERE organized by EQL george m. hinkle
What was the Pure Church of Christ's Split off/ Continuation?,SELECT split off / continuation of WHERE church name EQL pure church of christ
what did the split off continuation mean?,SELECT split off / continuation of WHERE church name EQL pure church of christ
"Pick # of 25, and an Overall of 207 has what name?",SELECT name WHERE pick # EQL 25 AND overall EQL 207
which one of 25 out of 207 teams has what name?,SELECT name WHERE pick # EQL 25 AND overall EQL 207
"Round smaller than 7, and an Overall of 129 is what college?",SELECT college WHERE round LT 7 AND overall EQL 129
"Round smaller than 7, and an Overall of 129 is what college?",SELECT college WHERE round LT 7 AND overall EQL 129
What was the Position of Pick #23 in a Round less than 5 with 23 Overall?,SELECT position WHERE round LT 5 AND pick # EQL 23 AND overall EQL 23
What was the Position of Pick #23 in a Round less than 5 with 23 Overall?,SELECT position WHERE round LT 5 AND pick # EQL 23 AND overall EQL 23
What surface did Smeets play on during the Kuwait tournament?,SELECT surface WHERE tournament EQL kuwait
how did the smeets play in kuwait?,SELECT surface WHERE tournament EQL kuwait
what surface was used by smeets during the kuwait tournament?,SELECT surface WHERE tournament EQL kuwait
tell me the surface that smeets played on during the kuwait tournament?,SELECT surface WHERE tournament EQL kuwait
which surface did smeets play on during the kuwait tournament?,SELECT surface WHERE tournament EQL kuwait
what surface did smeets play on during the kuwait tournament?,SELECT surface WHERE tournament EQL kuwait
What tournament did Smeets play against Mark nielsen?,SELECT tournament WHERE opponent in the final EQL mark nielsen
what was the tournament smeets played against mark nielsen?,SELECT tournament WHERE opponent in the final EQL mark nielsen
in what tournament smeets played against mark nielsen?,SELECT tournament WHERE opponent in the final EQL mark nielsen
which tournament did smeets play against mark nielsen?,SELECT tournament WHERE opponent in the final EQL mark nielsen
what tournament did smeets play against mark nielsen?,SELECT tournament WHERE opponent in the final EQL mark nielsen
Who was the opponent during the tournament in Kuwait?,SELECT opponent in the final WHERE tournament EQL kuwait
who was the opponent of the kuwait tournament?,SELECT opponent in the final WHERE tournament EQL kuwait
who was the opponent during the kuwait tournament?,SELECT opponent in the final WHERE tournament EQL kuwait
who was the main opponent at the tournament in kuwait?,SELECT opponent in the final WHERE tournament EQL kuwait
